Pagina,Tipo,SS/SN,Proyecto,codigo UCAP,Descripcion UCAP,Colocar,Quitar,Descripcion Normalizada,Fuente,Clave Consolidacion
300,SS,1311437,SMAP-CIV-040-26 CR 30 CL 5 F -185,5200394,"UCAP POSTE DE FIBRA 7,5 M ANCLAJE",2,,POSTE DE FIBRA 7 5 M ANCLAJE,"Tabla 1 al 331_2026.pdf, pagina 300",5200394
300,SS,1311437,SMAP-CIV-040-26 CR 30 CL 5 F -185,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 300",5200419
300,SS,1311437,SMAP-CIV-040-26 CR 30 CL 5 F -185,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,61,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 300",5200464
301,SS,1311450,SMAP-CIV-053-26 CL 32 EE CR 76 -127,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 301",5200231
301,SS,1311450,SMAP-CIV-053-26 CL 32 EE CR 76 -127,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 301",5000263
301,SS,1311450,SMAP-CIV-053-26 CL 32 EE CR 76 -127,5200302,UCAP POSTE CONCRETO CARABOBO 5M,2,,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 301",5200302
301,SS,1311450,SMAP-CIV-053-26 CL 32 EE CR 76 -127,5200422,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,22,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"Tabla 1 al 331_2026.pdf, pagina 301",5200422
301,SS,1311450,SMAP-CIV-053-26 CL 32 EE CR 76 -127,5200502,UCAP CAJA CONCRETO DIRECTAMENTE ENT,2,,CAJA CONCRETO DIRECTAMENTE ENT,"Tabla 1 al 331_2026.pdf, pagina 301",5200502
301,SS,1311450,SMAP-CIV-053-26 CL 32 EE CR 76 -127,5200238,BRAZO CARABOBO SENCILLO,2,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 301",5200238
302,SS,1311451,SMAP-CIV-054-26 CL 41 CR 88,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 302",5200231
302,SS,1311451,SMAP-CIV-054-26 CL 41 CR 88,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 302",5200232
302,SS,1311451,SMAP-CIV-054-26 CL 41 CR 88,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 302",5000263
303,SS,1311536,BOMBONA # 1 CR 44 # 47-79,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 303",5000263
303,SS,1311536,BOMBONA # 1 CR 44 # 47-79,5200238,BRAZO CARABOBO SENCILLO,1,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 303",5200238
303,SS,1311536,BOMBONA # 1 CR 44 # 47-79,5200217,UCAP LUMINARIA 70W,,2,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 303",5200217
303,SS,1311536,BOMBONA # 1 CR 44 # 47-79,5200201,UCAP BOMBILLO 70W,,2,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 303",5200201
303,SS,1311536,BOMBONA # 1 CR 44 # 47-79,5200230,UCAP BRAZO DOBLE BAILARINA,,1,BRAZO DOBLE BAILARINA,"Tabla 1 al 331_2026.pdf, pagina 303",5200230
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",6,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 304",5200231
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,6,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 304",5000265
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200293,LUM LED (OMEGA II) 64.5W,2,,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 304",5200293
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200419,UCAP POSTE PRFV 8M (ENTERRAR),2,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 304",5200419
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200422,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,4,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"Tabla 1 al 331_2026.pdf, pagina 304",5200422
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200501,UCAP CAJA CONCRETO 50X50 CM,1,,CAJA CONCRETO 50X50 CM,"Tabla 1 al 331_2026.pdf, pagina 304",5200501
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200238,UCAP BRAZO SENCILLO CARABOBO,2,1,BRAZO SENCILLO CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 304",5200238
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200239,UCAP BRAZO DOBLE CARABOBO,,2,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 304",5200239
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200270,LUM LED (KORELED) 44W,,5,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 304",5200270
304,SS,1317699,Pista de patinaje-Estación San Javier Cl 44 # 95-88,5200302,UCAP POSTE CONCRETO CARABOBO 5M,,1,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 304",5200302
305,SS,1319125,Cancha Futbol Sala Cl 48 Cr 70 - 180,5000269,"PROYEC LED 110W TIPO V LARGA (LONG ""L"") 5000K",8,,PROYEC LED 110W TIPO V LARGA LONG L 5000K,"Tabla 1 al 331_2026.pdf, pagina 305",5000269
305,SS,1319125,Cancha Futbol Sala Cl 48 Cr 70 - 180,5200407,"UCAP TRIPLEX AL 2X4+1X4 XLP,AEREO",67,,TRIPLEX AL 2X4+1X4 XLP AEREO,"Tabla 1 al 331_2026.pdf, pagina 305",5200407
305,SS,1319125,Cancha Futbol Sala Cl 48 Cr 70 - 180,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,1,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 305",5200464
305,SS,1319125,Cancha Futbol Sala Cl 48 Cr 70 - 180,5200799,CONTROL TEMPORIZADO 25 A,1,,CONTROL TEMPORIZADO 25 A,"Tabla 1 al 331_2026.pdf, pagina 305",5200799
305,SS,1319125,Cancha Futbol Sala Cl 48 Cr 70 - 180,5200221,UCAP LUMINARIA 1000W,,4,LUMINARIA 1000W,"Tabla 1 al 331_2026.pdf, pagina 305",5200221
305,SS,1319125,Cancha Futbol Sala Cl 48 Cr 70 - 180,5200214,UCAP BOMBILLO 1000W,,4,BOMBILLO 1000W,"Tabla 1 al 331_2026.pdf, pagina 305",5200214
306,SS,1304128,Sendero Peatonal CR 91 CL 83 -16 INTERIOR 201,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 306",5200231
306,SS,1304128,Sendero Peatonal CR 91 CL 83 -16 INTERIOR 201,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 306",5000263
306,SS,1304128,Sendero Peatonal CR 91 CL 83 -16 INTERIOR 201,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 306",5200419
306,SS,1304128,Sendero Peatonal CR 91 CL 83 -16 INTERIOR 201,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,14,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 306",5200464
307,SS,1304980,Cancha de rugby - Unidad Deportiva René Higuita Castilla CR 69 - CL 101,5000269,"PROYEC LED 110W TIPO V LARGA (LONG ""L"") 5000K",24,,PROYEC LED 110W TIPO V LARGA LONG L 5000K,"Tabla 1 al 331_2026.pdf, pagina 307",5000269
307,SS,1304980,Cancha de rugby - Unidad Deportiva René Higuita Castilla CR 69 - CL 101,5200275,PROYEC LED (AREALED II) 140W V-CORTA,24,,PROYEC LED AREALED II 140W V-CORTA,"Tabla 1 al 331_2026.pdf, pagina 307",5200275
307,SS,1304980,Cancha de rugby - Unidad Deportiva René Higuita Castilla CR 69 - CL 101,5200127,UCAP PROY. 1000W.,,48,PROY 1000W,"Tabla 1 al 331_2026.pdf, pagina 307",5200127
307,SS,1304980,Cancha de rugby - Unidad Deportiva René Higuita Castilla CR 69 - CL 101,5200214,UCAP BOMBILLO 1000W,,48,BOMBILLO 1000W,"Tabla 1 al 331_2026.pdf, pagina 307",5200214
307,SS,1304980,Cancha de rugby - Unidad Deportiva René Higuita Castilla CR 69 - CL 101,5200276,PROYEC LED (AREALED II) 212W V-MEDIA,,2,PROYEC LED AREALED II 212W V-MEDIA,"Tabla 1 al 331_2026.pdf, pagina 307",5200276
307,SS,1304980,Cancha de rugby - Unidad Deportiva René Higuita Castilla CR 69 - CL 101,,CRUCETA METALICA 1500MM,4,8,CRUCETA METALICA 1500MM,"Tabla 1 al 331_2026.pdf, pagina 307",SIN CODIGO|CRUCETA METALICA 1500MM
307,SS,1304980,Cancha de rugby - Unidad Deportiva René Higuita Castilla CR 69 - CL 101,,CRUCETA METALICA 2400MM,12,8,CRUCETA METALICA 2400MM,"Tabla 1 al 331_2026.pdf, pagina 307",SIN CODIGO|CRUCETA METALICA 2400MM
307,SS,1304980,Cancha de rugby - Unidad Deportiva René Higuita Castilla CR 69 - CL 101,,FOTOCONTROL IND. 105-305V LARGA VIDA,2,,FOTOCONTROL IND 105-305V LARGA VIDA,"Tabla 1 al 331_2026.pdf, pagina 307",SIN CODIGO|FOTOCONTROL IND 105-305V LARGA VIDA
308,SS,1306966,Sendero Cr 30 Cl 86 - 70 Int 117,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 308",5200231
308,SS,1306966,Sendero Cr 30 Cl 86 - 70 Int 117,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 308",5000263
309,SS,1310143,SMAP-CIV-004-26 CL 11 B Sur CR 44 -95,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 309",5200231
309,SS,1310143,SMAP-CIV-004-26 CL 11 B Sur CR 44 -95,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 309",5000263
309,SS,1310143,SMAP-CIV-004-26 CL 11 B Sur CR 44 -95,5200302,UCAP POSTE CONCRETO CARABOBO 5M,2,,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 309",5200302
309,SS,1310143,SMAP-CIV-004-26 CL 11 B Sur CR 44 -95,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 309",5200419
309,SS,1310143,SMAP-CIV-004-26 CL 11 B Sur CR 44 -95,5200422,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,36,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"Tabla 1 al 331_2026.pdf, pagina 309",5200422
309,SS,1310143,SMAP-CIV-004-26 CL 11 B Sur CR 44 -95,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,18,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 309",5200464
309,SS,1310143,SMAP-CIV-004-26 CL 11 B Sur CR 44 -95,5200502,UCAP CAJA CONCRETO DIRECTAMENTE ENT,2,,CAJA CONCRETO DIRECTAMENTE ENT,"Tabla 1 al 331_2026.pdf, pagina 309",5200502
309,SS,1310143,SMAP-CIV-004-26 CL 11 B Sur CR 44 -95,5200238,BRAZO CARABOBO SENCILLO,2,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 309",5200238
310,SS,1310148,SMAP-CIV-007-26 CL 8 CR 35 - 37,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 310",5200231
310,SS,1310148,SMAP-CIV-007-26 CL 8 CR 35 - 37,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 310",5000263
311,SS,1310158,SMAP-CIV-008-26 CL 7 CR 36 - 20 INT 4007,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 311",5200232
311,SS,1310158,SMAP-CIV-008-26 CL 7 CR 36 - 20 INT 4007,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 311",5000263
311,SS,1310158,SMAP-CIV-008-26 CL 7 CR 36 - 20 INT 4007,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 311",5200464
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 312",5200232
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200239,UCAP BRAZO DOBLE CARABOBO,1,1,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 312",5200239
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200241,UCAP BRAZO CURVO 3000M,1,,BRAZO CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 312",5200241
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 312",5200270
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200272,LUM LED (SEPIALED II) 128W,2,,LUM LED SEPIALED II 128W,"Tabla 1 al 331_2026.pdf, pagina 312",5200272
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200217,UCAP LUMINARIA 70W,,3,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 312",5200217
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200201,UCAP BOMBILLO 70W,,3,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 312",5200201
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200218,UCAP LUMINARIA 150W,,1,LUMINARIA 150W,"Tabla 1 al 331_2026.pdf, pagina 312",5200218
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200202,UCAP BOMBILLO 150W,,1,BOMBILLO 150W,"Tabla 1 al 331_2026.pdf, pagina 312",5200202
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200219,UCAP LUMINARIA 250W,,1,LUMINARIA 250W,"Tabla 1 al 331_2026.pdf, pagina 312",5200219
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200203,UCAP BOMBILLO 250W,,1,BOMBILLO 250W,"Tabla 1 al 331_2026.pdf, pagina 312",5200203
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 312",5200235
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200238,UCAP BRAZO SENCILLO CARABOBO,,1,BRAZO SENCILLO CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 312",5200238
312,SS,1249245,SMAP-0397-25 CR 43 A CL 9 SUR,5200302,UCAP POSTE CONCRETO CARABOBO 5M,,1,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 312",5200302
313,SS,1305686,Puente Peatonal madera CL 63 AD CR 117 F -19 interior 101,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 313",5200232
313,SS,1305686,Puente Peatonal madera CL 63 AD CR 117 F -19 interior 101,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 313",5000263
313,SS,1305686,Puente Peatonal madera CL 63 AD CR 117 F -19 interior 101,5200419,UCAP POSTE PRFV 8M (ENTERRAR),2,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 313",5200419
313,SS,1305686,Puente Peatonal madera CL 63 AD CR 117 F -19 interior 101,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,28,15,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 313",5200464
313,SS,1305686,Puente Peatonal madera CL 63 AD CR 117 F -19 interior 101,5200306,UCAP POSTE MADERA REDONDO DE 8M,,1,POSTE MADERA REDONDO DE 8M,"Tabla 1 al 331_2026.pdf, pagina 313",5200306
313,SS,1305686,Puente Peatonal madera CL 63 AD CR 117 F -19 interior 101,5200270,UCAP LUM LED (KORELED) 44W,1,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 313",5200270
314,SS,1311483,Sendero Cr 51 D Cl 82 C - 55,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,1,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 314",5200231
314,SS,1311483,Sendero Cr 51 D Cl 82 C - 55,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 314",5000263
314,SS,1311483,Sendero Cr 51 D Cl 82 C - 55,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 314",5200217
314,SS,1311483,Sendero Cr 51 D Cl 82 C - 55,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 314",5200201
315,SS,1311495,Vía M3 Cr 48 A Cl 85 - 166,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 315",5200235
315,SS,1311495,Vía M3 Cr 48 A Cl 85 - 166,5000264,"LUM LED 62,4W ASIMÉTRICA 4000K HORIZONTAL",1,,LUM LED 62 4W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 315",5000264
315,SS,1311495,Vía M3 Cr 48 A Cl 85 - 166,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 315",5200217
315,SS,1311495,Vía M3 Cr 48 A Cl 85 - 166,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 315",5200201
315,SS,1311495,Vía M3 Cr 48 A Cl 85 - 166,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 315",5200232
316,SS,1311499,Andén Cr 67 B Cl 51 A - 23,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 316",5200231
316,SS,1311499,Andén Cr 67 B Cl 51 A - 23,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 316",5000263
316,SS,1311499,Andén Cr 67 B Cl 51 A - 23,5200308,UCAP POSTE CONCRETO OCTOG 8M,1,,POSTE CONCRETO OCTOG 8M,"Tabla 1 al 331_2026.pdf, pagina 316",5200308
316,SS,1311499,Andén Cr 67 B Cl 51 A - 23,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,12,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 316",5200464
317,SS,1311508,Vía M4 Cr 51 A Cl 120 - 34,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 317",5200232
317,SS,1311508,Vía M4 Cr 51 A Cl 120 - 34,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 317",5000263
317,SS,1311508,Vía M4 Cr 51 A Cl 120 - 34,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 317",5200217
317,SS,1311508,Vía M4 Cr 51 A Cl 120 - 34,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 317",5200201
318,SS,1311515,SMAP-CIV-45-26 CR 40 CL 21,5200218,UCAP LUMINARIA 150W,,1,LUMINARIA 150W,"Tabla 1 al 331_2026.pdf, pagina 318",5200218
318,SS,1311515,SMAP-CIV-45-26 CR 40 CL 21,5200202,UCAP BOMBILLO 150W,,1,BOMBILLO 150W,"Tabla 1 al 331_2026.pdf, pagina 318",5200202
318,SS,1311515,SMAP-CIV-45-26 CR 40 CL 21,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 318",5200235
319,SS,1311687,Vía Cr 23 Cl 102 A 49 Int 103,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 319",5200231
319,SS,1311687,Vía Cr 23 Cl 102 A 49 Int 103,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 319",5000263
320,SS,1313168,Andén-La Palma CR 83 CL 29,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 320",5000263
320,SS,1313168,Andén-La Palma CR 83 CL 29,5200302,UCAP POSTE CONCRETO CARABOBO 5M,2,,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 320",5200302
320,SS,1313168,Andén-La Palma CR 83 CL 29,5200422,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,29,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"Tabla 1 al 331_2026.pdf, pagina 320",5200422
320,SS,1313168,Andén-La Palma CR 83 CL 29,5200502,UCAP CAJA CONCRETO DIRECTAMENTE ENT,2,,CAJA CONCRETO DIRECTAMENTE ENT,"Tabla 1 al 331_2026.pdf, pagina 320",5200502
320,SS,1313168,Andén-La Palma CR 83 CL 29,5200238,BRAZO CARABOBO SENCILLO,2,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 320",5200238
320,SS,1313168,Andén-La Palma CR 83 CL 29,5200222,UCAP LUMINARIA LED 40W,,1,LUMINARIA LED 40W,"Tabla 1 al 331_2026.pdf, pagina 320",5200222
320,SS,1313168,Andén-La Palma CR 83 CL 29,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 320",5200232
321,SS,1318342,Sendero Peatonal CR 82 CL 36 SUR -59 (INTERIOR 137),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 321",5200231
321,SS,1318342,Sendero Peatonal CR 82 CL 36 SUR -59 (INTERIOR 137),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 321",5000263
322,SS,1319334,Sendero Cr 1 A Este Cl 47 C - 32 Int 101,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 322",5200231
322,SS,1319334,Sendero Cr 1 A Este Cl 47 C - 32 Int 101,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 322",5000263
323,SS,1320698,Andén CL 11 SUR CR 50,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 323",5200231
323,SS,1320698,Andén CL 11 SUR CR 50,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 323",5000263
323,SS,1320698,Andén CL 11 SUR CR 50,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,16,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 323",5200464
324,SS,1305574,Via - Andenes CR 117 A por CL 64 via ingreso a IE Lusitania,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 324",5200235
324,SS,1305574,Via - Andenes CR 117 A por CL 64 via ingreso a IE Lusitania,5200293,LUM LED (OMEGA II) 64.5W,1,,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 324",5200293
